Data,A/V,Estado,Valor de Entrada,Caução
13/08/24,Aluguel,SC,,500
13/08/24,Aluguel,MS,,550
13/08/24,Aluguel,TO,,500
13/08/24,Aluguel,ES,,500
13/08/24,Aluguel,PB,,500
13/08/24,Aluguel,RR,,500
13/08/24,Aluguel,ES,,700
13/08/24,Aluguel,PE,,700
14/08/24,Aluguel,SC,,500
14/08/24,Aluguel,BA,,700
14/08/24,Aluguel,SP,,500
14/08/24,Aluguel,SP,,700
14/08/24,Aluguel,SP,,700
14/08/24,Aluguel,AM,,500
14/08/24,Aluguel,RJ,,500
14/08/24,Aluguel,PR,,500
14/08/24,Aluguel,DF,,500
14/08/24,Aluguel,MS,,700
14/08/24,Aluguel,SP,,700
14/08/24,Aluguel,SP,,700
14/08/24,Aluguel,SP,,700
14/08/24,Aluguel,SP,,700
14/08/24,Aluguel,PR,,700
14/08/24,Aluguel,ES,,500
14/08/24,Aluguel,SC,,700
14/08/24,Aluguel,MG,,500
14/08/24,Aluguel,PR,,700
14/08/24,Aluguel,BA,,500
14/08/24,Aluguel,AL,,700
14/08/24,Aluguel,ES,,500
14/08/24,Aluguel,PR,,700
14/08/24,Aluguel,PR,,700
14/08/24,Aluguel,PR,,700
14/08/24,Aluguel,BA,,500
14/08/24,Aluguel,PR,,700
14/08/24,Aluguel,BA,,700
14/08/24,Aluguel,PE,,500
14/08/24,Aluguel,PR,,700
14/08/24,Aluguel,AL,,500
14/08/24,Aluguel,PE,,500
14/08/24,Aluguel,PE,,700
14/08/24,Aluguel,PE,,700
14/08/24,Aluguel,PA,,450
14/08/24,Aluguel,MA,,700
14/08/24,Aluguel,PB,,700
14/08/24,Aluguel,MG,,500
14/08/24,Aluguel,AP,,700
14/08/24,Aluguel,RN,,500
14/08/24,Aluguel,PE,,500
14/08/24,Aluguel,RO,,500
14/08/24,Aluguel,PR,,500
14/08/24,Aluguel,PB,,700
15/08/24,Aluguel,MG,,500
15/08/24,Aluguel,BA,,700
15/08/24,Aluguel,PR,,700
15/08/24,Aluguel,SP,,700
15/08/24,Aluguel,SP,,700
15/08/24,Aluguel,SP,,700
15/08/24,Aluguel,SP,,700
15/08/24,Aluguel,SP,,700
15/08/24,Aluguel,SP,,700
15/08/24,Aluguel,MG,,500
15/08/24,Aluguel,RS,,700
15/08/24,Aluguel,AM,,500
15/08/24,Aluguel,RJ,,500
15/08/24,Aluguel,PR,,500
15/08/24,Aluguel,PE,,500
15/08/24,Aluguel,SC,,700
15/08/24,Aluguel,MG,,500
15/08/24,Aluguel,PR,,700
15/08/24,Aluguel,PR,,700
15/08/24,Aluguel,BA,,500
15/08/24,Aluguel,AL,,700
15/08/24,Aluguel,ES,,500
15/08/24,Aluguel,PR,,700
15/08/24,Aluguel,PR,,500
15/08/24,Aluguel,SC,,500
15/08/24,Aluguel,SC,,500
15/08/24,Aluguel,SC,,500
15/08/24,Aluguel,PE,,700
15/08/24,Aluguel,SC,,500
15/08/24,Aluguel,PE,,500
15/08/24,Aluguel,PR,,700
15/08/24,Aluguel,SC,,500
15/08/24,Aluguel,BA,,700
15/08/24,Aluguel,PR,,700
15/08/24,Aluguel,AL,,500
15/08/24,Aluguel,PE,,500
15/08/24,Aluguel,AL,,500
15/08/24,Aluguel,PA,,500
15/08/24,Aluguel,AL,,500
15/08/24,Aluguel,ES,,700
15/08/24,Aluguel,AM,,500
15/08/24,Aluguel,PB,,700
15/08/24,Aluguel,MA,,700
15/08/24,Aluguel,TO,,700
15/08/24,Aluguel,RN,,700
16/08/24,Aluguel,DF,,500
16/08/24,Aluguel,MS,,700
16/08/24,Aluguel,MG,,700
16/08/24,Aluguel,ES,,700
16/08/24,Aluguel,SP,,700
16/08/24,Aluguel,MG,,500
16/08/24,Aluguel,ES,,500
16/08/24,Aluguel,MT,,700
16/08/24,Aluguel,MS,,500
16/08/24,Aluguel,PR,,500
16/08/24,Aluguel,DF,,500
16/08/24,Aluguel,MS,,700
16/08/24,Aluguel,MG,,700
16/08/24,Aluguel,ES,,700
16/08/24,Aluguel,SP,,700
16/08/24,Aluguel,MG,,500
16/08/24,Aluguel,AP,,700
16/08/24,Aluguel,PE,,500
16/08/24,Aluguel,SC,,700
16/08/24,Aluguel,MG,,500
16/08/24,Aluguel,PR,,700
16/08/24,Aluguel,PR,,700
16/08/24,Aluguel,MG,,500
16/08/24,Aluguel,AL,,700
16/08/24,Aluguel,ES,,500
16/08/24,Aluguel,PR,,500
16/08/24,Aluguel,BA,,700
16/08/24,Aluguel,AL,,500
16/08/24,Aluguel,ES,,700
16/08/24,Aluguel,PE,,700
16/08/24,Aluguel,PE,,700
16/08/24,Aluguel,PE,,700
16/08/24,Aluguel,SP,,500
16/08/24,Aluguel,PE,,700
16/08/24,Aluguel,PR,,700
16/08/24,Aluguel,SC,,500
16/08/24,Aluguel,PE,,700
16/08/24,Aluguel,PE,,500
16/08/24,Aluguel,SC,,500
16/08/24,Aluguel,BA,,700
16/08/24,Aluguel,PR,,700
16/08/24,Aluguel,AL,,500
16/08/24,Aluguel,AM,,700
16/08/24,Aluguel,MG,,700
16/08/24,Aluguel,PR,,500
16/08/24,Aluguel,AC,,700
16/08/24,Aluguel,SC,,700
16/08/24,Aluguel,CE,,700
17/08/24,Aluguel,TO,,500
17/08/24,Aluguel,DF,,700
17/08/24,Aluguel,MG,,500
17/08/24,Aluguel,RS,,700
17/08/24,Aluguel,BA,,500
17/08/24,Aluguel,PR,,700
17/08/24,Aluguel,SC,,500
17/08/24,Aluguel,GO,,700
17/08/24,Aluguel,PE,,500
17/08/24,Aluguel,CE,,700
17/08/24,Aluguel,ES,,500
17/08/24,Aluguel,MT,,700
17/08/24,Aluguel,MS,,500
17/08/24,Aluguel,AM,,700
17/08/24,Aluguel,AC,,500
17/08/24,Aluguel,PE,,500
17/08/24,Aluguel,SC,,700
17/08/24,Aluguel,MG,,500
17/08/24,Aluguel,AL,,500
17/08/24,Aluguel,RJ,,700
17/08/24,Aluguel,SC,,500
17/08/24,Aluguel,MG,,500
17/08/24,Aluguel,RJ,,700
17/08/24,Aluguel,ES,,500
17/08/24,Aluguel,PR,,700
17/08/24,Aluguel,AL,,500
17/08/24,Aluguel,RS,,700
17/08/24,Aluguel,AL,,500
17/08/24,Aluguel,AL,,500
17/08/24,Aluguel,AL,,500
17/08/24,Aluguel,SC,,700
17/08/24,Aluguel,AL,,500
17/08/24,Aluguel,SC,,500
17/08/24,Aluguel,PE,,700
17/08/24,Aluguel,AL,,500
17/08/24,Aluguel,PR,,700
17/08/24,Aluguel,PE,,700
17/08/24,Aluguel,SC,,500
17/08/24,Aluguel,BA,,700
17/08/24,Aluguel,RS,,600
17/08/24,Aluguel,TO,,500
17/08/24,Aluguel,PR,,500
17/08/24,Aluguel,SC,,700
17/08/24,Aluguel,AL,,500
17/08/24,Aluguel,RR,,500
17/08/24,Aluguel,ES,,500
17/08/24,Aluguel,SP,,500
17/08/24,Aluguel,PI,,700
19/08/24,Aluguel,DF,,500
19/08/24,Aluguel,MS,,700
19/08/24,Aluguel,MG,,700
19/08/24,Aluguel,AM,,500
19/08/24,Aluguel,BA,,500
19/08/24,Aluguel,PE,,700
19/08/24,Aluguel,SC,,700
19/08/24,Aluguel,GO,,500
19/08/24,Aluguel,RS,,700
19/08/24,Aluguel,MG,,500
19/08/24,Aluguel,BA,,700
19/08/24,Aluguel,RS,,700
19/08/24,Aluguel,SP,,500
19/08/24,Aluguel,SP,,500
19/08/24,Aluguel,SP,,500
19/08/24,Aluguel,AL,,700
19/08/24,Aluguel,SP,,500
19/08/24,Aluguel,AL,,500
19/08/24,Aluguel,BA,,700
19/08/24,Aluguel,PE,,500
19/08/24,Aluguel,SC,,500
19/08/24,Aluguel,PR,,700
19/08/24,Aluguel,AL,,500
19/08/24,Aluguel,PR,,700
19/08/24,Aluguel,PR,,700
19/08/24,Aluguel,PI,,500
19/08/24,Aluguel,MG,,500
19/08/24,Aluguel,MS,,700
19/08/24,Aluguel,PB,,700
19/08/24,Aluguel,TO,,500
19/08/24,Aluguel,BA,,500
19/08/24,Aluguel,BA,,700
20/08/24,Aluguel,SC,,500
20/08/24,Aluguel,BA,,700
20/08/24,Aluguel,AM,,500
20/08/24,Aluguel,RJ,,500
20/08/24,Aluguel,PR,,500
20/08/24,Aluguel,RN,,700
20/08/24,Aluguel,PB,,500
20/08/24,Aluguel,AP,,700
20/08/24,Aluguel,TO,,500
20/08/24,Aluguel,SC,,500
20/08/24,Aluguel,SP,,500
20/08/24,Aluguel,AL,,500
20/08/24,Aluguel,SC,,700
20/08/24,Aluguel,SC,,700
20/08/24,Aluguel,SC,,700
20/08/24,Aluguel,BA,,500
20/08/24,Aluguel,SC,,700
20/08/24,Aluguel,BA,,700
20/08/24,Aluguel,PE,,500
20/08/24,Aluguel,PR,,700
20/08/24,Aluguel,PE,,700
20/08/24,Aluguel,BA,,700
20/08/24,Aluguel,SC,,500
20/08/24,Aluguel,BA,,700
20/08/24,Aluguel,SC,,500
20/08/24,Aluguel,SC,,500
20/08/24,Aluguel,RO,,500
20/08/24,Aluguel,MS,,700
20/08/24,Aluguel,GO,,500
20/08/24,Aluguel,PI,,500
20/08/24,Aluguel,SC,,500
20/08/24,Aluguel,DF,,700
20/08/24,Aluguel,SE,,700
21/08/24,Aluguel,DF,,700
21/08/24,Aluguel,MG,,500
21/08/24,Aluguel,RS,,700
21/08/24,Aluguel,BA,,500
21/08/24,Aluguel,PR,,700
21/08/24,Aluguel,SC,,500
21/08/24,Aluguel,GO,,700
21/08/24,Aluguel,PE,,500
21/08/24,Aluguel,CE,,700
21/08/24,Aluguel,ES,,500
21/08/24,Aluguel,MT,,700
21/08/24,Aluguel,MS,,500
21/08/24,Aluguel,AL,,700
21/08/24,Aluguel,PR,,500
21/08/24,Aluguel,BA,,700
21/08/24,Aluguel,PE,,500
21/08/24,Aluguel,PE,,500
21/08/24,Aluguel,PE,,500
21/08/24,Aluguel,PE,,700
21/08/24,Aluguel,PE,,500
21/08/24,Aluguel,PE,,500
21/08/24,Aluguel,PR,,700
21/08/24,Aluguel,SC,,500
21/08/24,Aluguel,AL,,500
21/08/24,Aluguel,PE,,500
21/08/24,Aluguel,PE,,700
21/08/24,Aluguel,PE,,500
21/08/24,Aluguel,PE,,700
21/08/24,Aluguel,MG,,650
21/08/24,Aluguel,AP,,700
21/08/24,Aluguel,GO,,500
21/08/24,Aluguel,DF,,500
21/08/24,Aluguel,AL,,500
21/08/24,Aluguel,RR,,500
21/08/24,Aluguel,ES,,500
21/08/24,Aluguel,SP,,500
21/08/24,Aluguel,AL,,700
22/08/24,Aluguel,AM,,700
22/08/24,Aluguel,AC,,500
22/08/24,Aluguel,PA,,700
22/08/24,Aluguel,RO,,500
22/08/24,Aluguel,SE,,700
22/08/24,Aluguel,AL,,500
22/08/24,Aluguel,MA,,700
22/08/24,Aluguel,PI,,500
22/08/24,Aluguel,RN,,700
22/08/24,Aluguel,PB,,500
22/08/24,Aluguel,ES,,700
22/08/24,Aluguel,RS,,700
22/08/24,Aluguel,SP,,500
22/08/24,Aluguel,AL,,700
22/08/24,Aluguel,AL,,700
22/08/24,Aluguel,AL,,700
22/08/24,Aluguel,SP,,500
22/08/24,Aluguel,AL,,700
22/08/24,Aluguel,PR,,700
22/08/24,Aluguel,SC,,500
22/08/24,Aluguel,PE,,700
22/08/24,Aluguel,BA,,700
22/08/24,Aluguel,PR,,700
22/08/24,Aluguel,AL,,500
22/08/24,Aluguel,RN,,500
22/08/24,Aluguel,DF,,500
22/08/24,Aluguel,AM,,500
22/08/24,Aluguel,PE,,700
22/08/24,Aluguel,RO,,700
22/08/24,Aluguel,PR,,700
22/08/24,Aluguel,MS,,500
22/08/24,Aluguel,PE,,700
23/08/24,Aluguel,AP,,700
23/08/24,Aluguel,TO,,500
23/08/24,Aluguel,DF,,700
23/08/24,Aluguel,SP,,500
23/08/24,Aluguel,AL,,500
23/08/24,Aluguel,PR,,500
23/08/24,Aluguel,BA,,500
23/08/24,Aluguel,BA,,500
23/08/24,Aluguel,BA,,500
23/08/24,Aluguel,SC,,700
23/08/24,Aluguel,BA,,500
23/08/24,Aluguel,SC,,500
23/08/24,Aluguel,PE,,700
23/08/24,Aluguel,AL,,500
23/08/24,Aluguel,SC,,500
23/08/24,Aluguel,AL,,500
23/08/24,Aluguel,PR,,700
23/08/24,Aluguel,DF,,600
23/08/24,Aluguel,CE,,700
23/08/24,Aluguel,AL,,700
23/08/24,Aluguel,AC,,700
23/08/24,Aluguel,BA,,500
23/08/24,Aluguel,MT,,500
23/08/24,Aluguel,PB,,700
24/08/24,Aluguel,PR,,700
24/08/24,Aluguel,BA,,700
24/08/24,Aluguel,RS,,700
24/08/24,Aluguel,MG,,700
24/08/24,Aluguel,MG,,700
24/08/24,Aluguel,MG,,700
24/08/24,Aluguel,MG,,500
24/08/24,Aluguel,MG,,700
24/08/24,Aluguel,PE,,700
24/08/24,Aluguel,AL,,500
24/08/24,Aluguel,BA,,700
24/08/24,Aluguel,PE,,500
24/08/24,Aluguel,BA,,700
24/08/24,Aluguel,SC,,500
24/08/24,Aluguel,BA,,700
24/08/24,Aluguel,GO,,700
24/08/24,Aluguel,MT,,700
24/08/24,Aluguel,PI,,500
24/08/24,Aluguel,RJ,,500
24/08/24,Aluguel,SC,,500
24/08/24,Aluguel,DF,,700
24/08/24,Aluguel,RN,,700
26/08/24,Aluguel,AM,,500
26/08/24,Aluguel,BA,,500
26/08/24,Aluguel,PE,,700
26/08/24,Aluguel,SC,,700
26/08/24,Aluguel,AL,,500
26/08/24,Aluguel,PR,,500
26/08/24,Aluguel,BA,,700
26/08/24,Aluguel,PR,,700
26/08/24,Aluguel,PR,,700
26/08/24,Aluguel,PR,,700
26/08/24,Aluguel,BA,,500
26/08/24,Aluguel,BA,,700
26/08/24,Aluguel,PE,,500
26/08/24,Aluguel,PR,,700
26/08/24,Aluguel,SC,,500
26/08/24,Aluguel,AL,,500
26/08/24,Aluguel,PR,,700
26/08/24,Aluguel,AL,,500
26/08/24,Aluguel,PR,,700
26/08/24,Aluguel,AL,,500
26/08/24,Aluguel,PB,,500
26/08/24,Aluguel,AP,,700
26/08/24,Aluguel,AP,,700
26/08/24,Aluguel,RO,,500
26/08/24,Aluguel,MS,,500
26/08/24,Aluguel,AM,,500
26/08/24,Aluguel,PI,,700
26/08/24,Aluguel,GO,,500
27/08/24,Aluguel,SC,,500
27/08/24,Aluguel,BA,,700
27/08/24,Aluguel,AM,,500
27/08/24,Aluguel,RJ,,500
27/08/24,Aluguel,PR,,500
27/08/24,Aluguel,BA,,500
27/08/24,Aluguel,RS,,700
27/08/24,Aluguel,SP,,500
27/08/24,Aluguel,SC,,500
27/08/24,Aluguel,SC,,500
27/08/24,Aluguel,SC,,500
27/08/24,Aluguel,PE,,700
27/08/24,Aluguel,PE,,500
27/08/24,Aluguel,PR,,700
27/08/24,Aluguel,SC,,500
27/08/24,Aluguel,PE,,700
27/08/24,Aluguel,BA,,700
27/08/24,Aluguel,SC,,500
27/08/24,Aluguel,BA,,700
27/08/24,Aluguel,SC,,500
27/08/24,Aluguel,PE,,500
27/08/24,Aluguel,MS,,500
27/08/24,Aluguel,RO,,500
27/08/24,Aluguel,ES,,500
27/08/24,Aluguel,SC,,700
27/08/24,Aluguel,BA,,500
27/08/24,Aluguel,MT,,700
27/08/24,Aluguel,AC,,700
28/08/24,Aluguel,MA,,700
28/08/24,Aluguel,SP,,700
28/08/24,Aluguel,MG,,700
28/08/24,Aluguel,ES,,700
28/08/24,Aluguel,BA,,700
28/08/24,Aluguel,PE,,700
28/08/24,Aluguel,CE,,700
28/08/24,Aluguel,AL,,700
28/08/24,Aluguel,SE,,700
28/08/24,Aluguel,MA,,700
28/08/24,Aluguel,PB,,700
28/08/24,Aluguel,MG,,700
28/08/24,Aluguel,AL,,500
28/08/24,Aluguel,PR,,500
28/08/24,Aluguel,PE,,700
28/08/24,Aluguel,PE,,700
28/08/24,Aluguel,PE,,700
28/08/24,Aluguel,SP,,500
28/08/24,Aluguel,PR,,700
28/08/24,Aluguel,SC,,500
28/08/24,Aluguel,PE,,700
28/08/24,Aluguel,AL,,500
28/08/24,Aluguel,PE,,500
28/08/24,Aluguel,PE,,700
28/08/24,Aluguel,PE,,500
28/08/24,Aluguel,PE,,700
28/08/24,Aluguel,AL,,700
28/08/24,Aluguel,RR,,500
28/08/24,Aluguel,PE,,500
28/08/24,Aluguel,RJ,,500
28/08/24,Aluguel,SP,,500
28/08/24,Aluguel,DF,,700
28/08/24,Aluguel,PA,,500
28/08/24,Aluguel,BA,,700
29/08/24,Aluguel,RS,,700
29/08/24,Aluguel,SC,,700
29/08/24,Aluguel,PR,,700
29/08/24,Aluguel,GO,,700
29/08/24,Aluguel,DF,,700
29/08/24,Aluguel,TO,,700
29/08/24,Aluguel,PA,,700
29/08/24,Aluguel,AM,,700
29/08/24,Aluguel,AC,,700
29/08/24,Aluguel,RO,,700
29/08/24,Aluguel,RR,,700
29/08/24,Aluguel,AP,,700
29/08/24,Aluguel,MT,,700
29/08/24,Aluguel,SC,,500
29/08/24,Aluguel,BA,,700
29/08/24,Aluguel,RS,,700
29/08/24,Aluguel,AL,,500
29/08/24,Aluguel,AL,,500
29/08/24,Aluguel,AL,,500
29/08/24,Aluguel,SC,,700
29/08/24,Aluguel,SC,,500
29/08/24,Aluguel,PE,,700
29/08/24,Aluguel,BA,,700
29/08/24,Aluguel,PR,,700
29/08/24,Aluguel,AL,,500
29/08/24,Aluguel,AL,,500
29/08/24,Aluguel,PR,,700
29/08/24,Aluguel,GO,,500
29/08/24,Aluguel,SE,,700
29/08/24,Aluguel,MA,,700
29/08/24,Aluguel,ES,,700
29/08/24,Aluguel,RN,,500
29/08/24,Aluguel,SE,,700
29/08/24,Aluguel,MS,,700
29/08/24,Aluguel,RN,,700
30/08/24,Aluguel,PI,,700
30/08/24,Aluguel,BA,,700
30/08/24,Aluguel,PE,,700
30/08/24,Aluguel,CE,,700
30/08/24,Aluguel,AL,,700
30/08/24,Aluguel,SE,,700
30/08/24,Aluguel,MA,,700
30/08/24,Aluguel,AM,,500
30/08/24,Aluguel,BA,,500
30/08/24,Aluguel,SP,,700
30/08/24,Aluguel,SP,,500
30/08/24,Aluguel,AL,,500
30/08/24,Aluguel,BA,,700
30/08/24,Aluguel,BA,,700
30/08/24,Aluguel,BA,,700
30/08/24,Aluguel,MG,,500
30/08/24,Aluguel,PE,,700
30/08/24,Aluguel,AL,,500
30/08/24,Aluguel,SC,,500
30/08/24,Aluguel,PR,,700
30/08/24,Aluguel,SC,,500
30/08/24,Aluguel,DF,,500
30/08/24,Aluguel,PI,,500
30/08/24,Aluguel,PI,,500
30/08/24,Aluguel,PR,,700
30/08/24,Aluguel,MS,,500
30/08/24,Aluguel,AM,,500
30/08/24,Aluguel,PB,,500
30/08/24,Aluguel,AL,,700
31/08/24,Aluguel,PE,,700
31/08/24,Aluguel,SC,,700
31/08/24,Aluguel,GO,,500
31/08/24,Aluguel,SC,,500
31/08/24,Aluguel,BA,,700
31/08/24,Aluguel,AM,,500
31/08/24,Aluguel,AL,,700
31/08/24,Aluguel,SE,,500
31/08/24,Aluguel,AL,,500
31/08/24,Aluguel,PR,,500
31/08/24,Aluguel,BA,,700
31/08/24,Aluguel,SP,,500
31/08/24,Aluguel,SP,,500
31/08/24,Aluguel,SP,,500
31/08/24,Aluguel,AL,,700
31/08/24,Aluguel,AL,,500
31/08/24,Aluguel,BA,,700
8/31/2024,Aluguel,PE,,500
8/31/2024,Aluguel,BA,,700
8/31/2024,Aluguel,SC,,500
8/31/2024,Aluguel,BA,,700
8/31/2024,Aluguel,MG,,650
8/31/2024,Aluguel,RN,,700
8/31/2024,Aluguel,SC,,500
8/31/2024,Aluguel,BA,,500
8/31/2024,Aluguel,MT,,500
8/31/2024,Aluguel,AC,,700
